busv,current,power,hall_speed
11.69774873386647,27.780002596136978,360.2116179500585,16.145702596787874
11.794829667990978,29.154047576147445,377.5384323362404,16.714245118486186
11.889774502171718,30.509047948085954,394.5327848801931,17.277637711625104
11.981897757726045,31.83882644373685,411.0877213413179,17.83419796486433
12.070536429577075,33.13735093842695,427.09956221586066,18.382272593513594
12.155055248223825,34.39876903269807,442.4686726804133,18.92024445418608
12.234851708654263,35.61744151399926,457.1002006310267,19.44653938345918
12.309360824100613,36.78797449042597,470.9047770199755,19.9596328273437
12.378059564929831,37.905249997098814,483.7991730019579,20.458056229435993
12.440470945699865,38.96445488562331,495.70690875615594,20.94040314686523
12.496167726469647,39.961107818139354,506.55880924709163,21.40533506454395
12.544775697800564,40.89108419968298,516.2935026222776,21.85158687977664
12.585976522499777,41.75063889586263,524.8578574145579,22.277972030969963
12.61951011099863,42.536426597110335,532.2073552178302,22.68338724601162
12.645176511298985,43.24551970591172,538.3063960322845,23.066816887831287
12.662837298620065,43.87542363934827,543.1285340249473,23.427336876718737
12.672416454201663,44.42408945589583,546.6566420185476,23.76411817113798
12.67390072712745,44.88992373260648,548.8830036017541,24.076429791032602
12.6673394774861,45.27179563644414,549.8093323417775,24.36364136995358
12.652844003648177,45.56904115153147,549.4467181712789,24.625225224744632
12.630586360864068,45.781464442279955,547.8155016104944,24.860757933979414
12.60079768274361,45.90933635069613,544.9450770675577,25.06992141884645
12.56376602142291,45.95339004446664,540.8736270303291,25.252503522708313
12.519833726321217,45.914813850601846,535.647789516838,25.408398088108626
12.469394385304204,45.79524132734484,529.3222616841476,25.53760453255004
12.412889355766021,45.59673864461213,521.9593430026151,25.640226926905434
12.350803916588085,45.321789360310554,513.6284218799744,25.716472582839902
12.283663075098495,44.973276696359726,504.40541006347996,25.766650158099743
12.212027066014468,44.55446343403535,494.37212955490054,25.79116729095296
12.136486581876802,44.06896956323154,483.6156571391136,25.7905277774324
12.057657776658715,43.52074783432515,472.2276319495028,25.7653283073239
11.976177086032914,42.91405737441902,460.3035317697116,25.716254777046874
11.89269590919573,42.25343554176175,447.9419239993832,25.64407819968159
11.807875198163915,41.54366820300975,435.24369738958046,25.54965023439528
11.722380001070562,40.78975862764612,422.31128078028524,25.43389835939803
11.636874006187254,39.996895202236146,409.2478551468628,25.29782071430894
11.552014133189527,39.170418174230925,396.1565652841876,25.14248063942503
11.46844521756509,38.31578564068257,383.13973742630697,24.969000940850997
11.386794833046,37.438539001473785,370.2981090165019,24.778557911759627
11.30766829553718,36.54426809946422,357.730076708333,24.572375141204738
11.231643890228554,35.63857627130182,345.5309684940526,24.35171714289362
11.159268361433433,34.72704553253179,333.79234562440826,24.117882837140726
11.091052702212272,33.81520211906243,322.6013397055173,23.872198919863482
11.027468278041688,32.90848260403047,312.04003003672716,23.616013152942493
10.968943315699914,32.01220080466873,302.18486589109875,23.350687610549286
10.915859785190074,31.13151568795005,293.1061380406333,23.077591916144105
10.868550698942887,30.27140047660371,284.86750339515237,22.79809650476409
10.827297848763344,29.436613148623497,277.52556616068443,22.51356594495878
10.792329997045949,28.631668513669467,271.1295184343837,22.22535235428742
10.763821534716321,27.86081203887419,265.7208426426888,21.93478894167325
10.741891614199925,27.127995584573135,261.3330777020665,21.64318370911778
10.726603761509084,26.436855197469583,257.99165024185766,21.35181334431688
10.717965967315033,25.790691094804213,255.7137716811086,21.06191733459682
10.71593125267041,25.1924499583231,254.5084014005347,20.774692331306742
10.720398700906756,24.644709641323757,254.37627570164577,20.49128679237343
10.731214943188077,24.149666375911654,255.31000170222978,20.21279592915073
10.748176081291065,23.709124550927097,257.29421478545305,19.940256981989535
10.77103002743961,23.32448911391544,260.30579770326386,19.67464484712303
10.799479237478456,22.996760633126872,264.3141589379229,19.416868075516962
10.833183810359195,22.726533037960245,269.2815674524491,19.167765262285528
10.871764923859592,22.513994038625484,275.1635405154871,18.928101843131703
10.914808573690998,22.358928208208123,281.909280872209,18.698567312048162
10.961869580691278,22.260722692892905,289.4621591537224,18.479772872222682
11.012475828673173,22.218375498957027,297.7602370761028,18.272249529743075
11.06613269371751,22.230506288389385,306.7368266792936,18.076446637303345
11.122327624281494,22.295369598740564,316.3210805980529,17.892730892688242
11.18053483044526,22.410870387165758,326.43860814380594,17.72138579436988
11.240220039952414,22.574581783690924,337.01211180923457,17.562611554101828
11.300845278416396,22.783764924608768,347.962038687822,17.416525463954713
11.361873631164583,23.0353907236876,359.2072412290864,17.283162712817266
11.422773944673054,23.326163426636786,370.6656417271621,17.162477644999743
11.483025426400555,23.652545783097885,382.2548949655801,17.054345451236035
11.542122103050223,24.010785660390294,393.893043514004,16.95856428009877
